"MDM_MOCK_F" "MDM_MOCK_L" "MDM_MOCK_S" "MDM_IL27_F" "MDM_IL27_L" "MDM_IL27_S" "MDM_LPS_F" "MDM_LPS_L" "MDM_LPS_S" "MDM_IL27_LPS_F" "MDM_IL27_LPS_L" "MDM_IL27_LPS_S"
"ENSG00000271597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221238" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231414" 0 4 0 6 6 0 0 6 2 6 6 6
"ENSG00000235289" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229229" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183733" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000152672" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000231386" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116031" 0 4 0 0 0 2 0 0 0 1 0 3
"ENSG00000237751" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277764" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233971" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000003137" 0 2 2 2 0 0 0 0 0 0 0 0
"ENSG00000276288" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000214513" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000135625" 0 2 2 0 0 0 4 0 0 0 0 0
"ENSG00000252988" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214484" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144035" 0 0 0 0 0 0 0 0 4 2 0 4
"ENSG00000187833" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271536" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163017" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281314" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279201" 0 2 0 4 6 0 0 0 0 1 2 4
"ENSG00000279070" 0 0 1 2 0 0 0 0 0 2 0 0
"ENSG00000234521" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230836" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000236167" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115363" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237293" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238410" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231172" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230477" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221638" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270996" 0 0 6 0 0 0 0 0 0 0 0 0
"ENSG00000233107" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228209" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271356" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200488" 0 0 0 2 0 0 0 8 0 2 2 2
"ENSG00000251947" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000176204" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200028" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234653" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211984" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263447" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227088" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230968" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221704" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237077" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233605" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229494" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214429" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270470" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234877" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202423" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200048" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000143954" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172023" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115386" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204787" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172016" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224879" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000066032" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229385" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277171" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230237" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252031" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266436" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263566" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276917" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224731" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223427" 0 0 0 0 0 0 0 0 2 0 0 3
"ENSG00000221179" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162951" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237031" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230975" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234429" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231722" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235519" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200890" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233444" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242118" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231781" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229560" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252897" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201311" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237498" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226860" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226700" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225045" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224695" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227789" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168129" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223977" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232548" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224627" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199295" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228225" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228902" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182814" 0 2 0 2 0 0 1 4 0 1 0 7
"ENSG00000228272" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278669" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000260840" 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000235463" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225787" 0 0 0 0 1 0 0 0 0 0 0 2
"ENSG00000239143" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199936" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168878" 0 2 0 0 1 0 0 4 2 0 0 0
"ENSG00000115523" 0 3 0 0 4 0 0 4 2 0 2 2
"ENSG00000203363" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199687" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168874" 0 12 4 4 4 7 5 0 8 0 0 2
"ENSG00000278783" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229498" 0 4 0 0 0 0 2 0 0 0 0 4
"ENSG00000252321" 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000202537" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251974" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281148" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000153563" 0 2 0 0 0 4 0 2 0 0 0 0
"ENSG00000233671" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281477" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271097" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233999" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224881" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225428" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222724" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115593" 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000265003" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163586" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221619" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232508" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266309" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212133" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252395" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224291" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214336" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274377" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172073" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230006" 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000221686" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240040" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000265510" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211592" 0 2 0 0 0 0 0 6 0 0 12 2
"ENSG00000240671" 0 0 0 0 0 0 0 3 0 0 7 1
"ENSG00000243290" 0 0 0 0 0 0 0 3 0 0 7 1
"ENSG00000211593" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211594" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211595" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211596" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000211597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211599" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197794" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225136" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253435" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243466" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239855" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243063" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241755" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253278" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241351" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253265" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244437" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240864" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240382" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254157" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253732" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239951" 0 0 0 0 2 0 0 0 0 2 0 0
"ENSG00000211611" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253578" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253625" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241294" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253202" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254098" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277852" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244575" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244116" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253998" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243238" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253158" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253870" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242076" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253860" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253461" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253487" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239862" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253592" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242371" 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000273962" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276861" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251039" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251546" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254009" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250036" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253127" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232747" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253501" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239975" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253191" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253999" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239571" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243264" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242534" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224607" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211623" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254097" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241566" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254345" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253365" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225523" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211625" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253765" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254220" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211626" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242766" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241244" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224041" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211632" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000254292" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276566" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278857" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253906" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211633" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242580" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239819" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228325" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275490" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270999" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265897" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281904" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261600" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222835" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184303" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230572" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271627" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235235" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214330" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237085" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214329" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226481" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234898" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235147" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223816" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261522" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000259916" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237383" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227265" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234837" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223564" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232502" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235571" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204717" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278631" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000259848" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000163060" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000237055" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232128" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233158" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231331" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232594" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233105" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224585" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233447" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235186" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277591" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233850" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172005" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231062" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275768" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233275" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227120" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277747" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234903" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144010" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238162" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223917" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237308" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224719" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226185" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236431" 0 4 0 0 0 0 0 0 0 0 0 0
"ENSG00000233037" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168992" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232717" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274028" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230083" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144015" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236026" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271003" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270193" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235959" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236750" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235584" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275961" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228873" 0 0 0 0 1 0 0 0 4 0 0 0
"ENSG00000235480" 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000273265" 0 2 0 0 1 3 0 0 0 0 0 0
"ENSG00000168754" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274206" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252845" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275094" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273634" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248134" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144188" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230343" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236847" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270748" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271402" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204670" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279791" 0 4 0 0 0 0 0 0 0 0 0 0
"ENSG00000275655" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237837" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271351" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276050" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271015" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270252" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271569" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270450" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278537" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270187" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168658" 0 0 0 0 0 0 0 0 2 1 6 3
"ENSG00000231635" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222000" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144191" 0 0 6 0 0 0 0 0 0 0 0 0
"ENSG00000227987" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201070" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222274" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000144218" 0 0 0 0 2 4 0 0 0 0 2 0
"ENSG00000281739" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230393" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232084" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000269383" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270699" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238029" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204640" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204637" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227259" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000234988" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226034" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234169" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228488" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000264857" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000223826" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237549" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232556" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000205716" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236785" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000115607" 0 0 0 0 0 0 0 0 0 0 2 2
"ENSG00000264764" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236525" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234389" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180251" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277527" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224095" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227680" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224850" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229209" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227623" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236596" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221849" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231723" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236141" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256637" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273515" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228968" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233955" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227157" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225765" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280979" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234781" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199727" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221654" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231626" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236109" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230690" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225669" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228528" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279904" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207249" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234177" 0 6 2 0 2 0 0 0 0 0 0 0
"ENSG00000213301" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233639" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000269707" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198914" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239587" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229743" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226508" 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000135973" 0 0 2 0 0 2 0 2 0 0 2 0
"ENSG00000234162" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273595" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213295" 0 0 0 0 0 0 0 0 0 0 0 0
